Time,DecisionType,Winner,WinnerScore,CandidateCount,Top5Candidates
7959,6,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
7961,5,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
7963,1,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
7988,2,Patrol,R7,0,595,10,R7(0,60)|R4(0,59)|R2(0,58)|EXIT(0,58)|HUB(0,58)|
8005,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
8044,0,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
8180,3,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
8208,4,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
8222,5,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
8257,1,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
8317,2,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
8340,8,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
8410,7,Patrol,R7,0,598,10,R7(0,60)|R2(0,59)|R4(0,58)|HUB(0,58)|EXIT(0,58)|
8537,7,Patrol,R2,0,595,10,R2(0,59)|R7(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
8552,1,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
8767,8,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
8779,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
8799,7,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
8801,1,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
8802,8,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
8937,7,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
8959,5,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
8961,0,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
8962,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
8964,1,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
8965,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
8967,1,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
9024,0,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
9030,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
9035,1,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
9039,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
9043,7,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
9048,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
9098,3,Patrol,HUB,0,590,10,HUB(0,59)|R5(0,58)|R7(0,58)|R4(0,58)|R2(0,58)|
9113,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9129,2,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9145,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9162,3,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9178,1,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9216,4,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
9218,1,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
9219,4,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
9260,8,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
9297,8,Patrol,C1,0,588,10,C1(0,59)|HUB(0,59)|R1(0,58)|R7(0,58)|R2(0,58)|
9299,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,59)|R1(0,58)|R7(0,58)|R2(0,58)|
9301,0,Patrol,C1,0,588,10,C1(0,59)|HUB(0,59)|R1(0,58)|R7(0,58)|R2(0,58)|
9302,5,Patrol,C1,0,588,10,C1(0,59)|HUB(0,59)|R1(0,58)|R7(0,58)|R2(0,58)|
9349,2,Patrol,R2,0,588,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
9427,9,Patrol,R4,0,593,10,R4(0,59)|R7(0,59)|R2(0,58)|HUB(0,58)|EXIT(0,58)|
9433,0,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
9439,3,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
9502,6,Patrol,HUB,0,593,10,HUB(0,59)|R5(0,58)|R7(0,58)|R1(0,58)|R4(0,58)|
9516,8,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9577,4,Patrol,HUB,0,590,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R2(0,58)|
9591,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9607,7,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9624,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9640,5,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9656,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
9673,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
9734,6,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
9760,9,Patrol,R7,0,597,10,R7(0,60)|R2(0,59)|R4(0,59)|HUB(0,58)|EXIT(0,58)|
9786,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9796,1,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9804,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9814,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9824,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9833,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9865,7,Patrol,R7,0,595,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
9879,9,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9888,3,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9896,9,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
9975,5,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
10146,3,Patrol,R7,0,595,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
10190,8,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
10213,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
10295,9,Patrol,HUB,0,588,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R1(0,58)|
10327,7,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
10567,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
10718,1,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
10760,1,Patrol,R4,0,593,10,R4(0,59)|R7(0,59)|R2(0,58)|HUB(0,58)|EXIT(0,58)|
10783,9,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
10970,2,Patrol,HUB,0,586,10,HUB(0,59)|C1(0,59)|R1(0,59)|R7(0,58)|R2(0,58)|
11127,8,Patrol,HUB,0,591,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R2(0,58)|
11141,6,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11158,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11174,5,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11191,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11207,6,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
11259,3,Patrol,R7,0,603,10,R7(0,60)|R2(0,58)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
11325,6,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11345,6,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
11352,2,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
11358,7,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
11367,8,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
11374,6,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
11530,1,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
11531,6,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
11564,1,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
11617,2,Patrol,HUB,0,592,10,HUB(0,59)|R5(0,58)|R7(0,58)|R1(0,58)|R4(0,58)|
11631,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
11647,7,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11664,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11680,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11696,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
11713,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
11826,3,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
11841,1,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11857,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11873,9,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
11890,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11906,5,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
11922,4,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
12002,4,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
12018,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12027,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12036,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12045,1,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12054,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12063,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12072,1,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12091,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12100,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12109,5,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12127,2,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
12128,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
12175,2,Patrol,R2,0,588,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
12183,2,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
12199,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12356,7,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
12380,1,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
12453,4,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12455,0,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12480,1,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|HUB(0,58)|R4(0,58)|C1(0,58)|
12496,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12505,4,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12514,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12522,8,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12531,4,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
12658,2,Patrol,R7,0,595,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
12683,1,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
12763,8,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
12823,9,Patrol,R5,0,589,10,R5(0,59)|HUB(0,59)|R4(0,58)|R7(0,58)|R6(0,58)|
12829,6,Patrol,R5,0,591,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
12833,9,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
12838,7,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
12843,6,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
12848,2,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
12852,7,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
12947,6,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12949,1,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12950,5,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12951,9,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12953,5,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12955,0,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12956,5,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
12957,8,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
13073,8,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
13087,3,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
13103,9,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
13165,1,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
13169,4,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
13174,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
13193,3,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
13302,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13311,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13320,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13328,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13337,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13346,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13446,6,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
13492,4,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
13505,8,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
13557,1,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
13570,9,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
13605,9,Patrol,HUB,0,594,10,HUB(0,59)|R5(0,58)|R7(0,58)|R1(0,58)|R4(0,58)|
13619,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
13720,2,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
13752,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13800,1,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
13823,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13831,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
13917,9,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
13957,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
13988,9,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
14003,3,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14020,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14036,2,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14053,4,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14069,6,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14086,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14147,4,Patrol,R1,0,597,10,R1(0,60)|HUB(0,58)|R3(0,58)|C1(0,57)|R7(0,57)|
14324,1,Patrol,R7,0,596,10,R7(0,60)|R2(0,59)|R4(0,59)|HUB(0,58)|EXIT(0,58)|
14565,0,Patrol,R2,0,588,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
14573,2,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
14629,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
14667,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
14846,5,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14862,9,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14878,9,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
14894,6,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
14899,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
14904,1,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
14910,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
14947,4,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
15007,0,Patrol,HUB,0,586,10,HUB(0,59)|R1(0,59)|C1(0,59)|R7(0,58)|R2(0,58)|
15029,4,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
15126,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
15135,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
15144,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
15153,4,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
15162,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
15186,5,Patrol,HUB,0,588,10,HUB(0,59)|R7(0,59)|R4(0,58)|R2(0,58)|R5(0,58)|
15208,9,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
15243,2,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
15257,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
15273,9,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
15345,3,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
15358,8,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
15375,2,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
15407,8,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
15413,9,Patrol,R7,0,606,10,R7(0,61)|R2(0,58)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
15421,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
15470,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
15479,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
